StockSymbol,Price,RecordedDateTime
TCS,59.68,17-11-2023 14:42
AAPL,83.12,17-11-2023 14:42
GOOGL,206.74,17-11-2023 14:42
MSFT,55.17,17-11-2023 14:42
TCS,58.21,17-11-2023 14:42
AAPL,82.89,17-11-2023 14:42
GOOGL,205.58,17-11-2023 14:42
MSFT,56.51,17-11-2023 14:42
TCS,57.38,17-11-2023 14:42
AAPL,81.58,17-11-2023 14:42
GOOGL,201.89,17-11-2023 14:42
MSFT,57.86,17-11-2023 14:42
TCS,56.68,17-11-2023 14:42
AAPL,81.09,17-11-2023 14:42
GOOGL,204.44,17-11-2023 14:42
MSFT,56.61,17-11-2023 14:42
TCS,55.07,17-11-2023 14:42
AAPL,81.26,17-11-2023 14:42
GOOGL,201.44,17-11-2023 14:42
MSFT,55.57,17-11-2023 14:42
TCS,54.34,17-11-2023 14:42
AAPL,81.43,17-11-2023 14:42
GOOGL,203.69,17-11-2023 14:42
MSFT,55.75,17-11-2023 14:42
TCS,55.05,17-11-2023 14:42
AAPL,80.07,17-11-2023 14:42
GOOGL,200.52,17-11-2023 14:42
MSFT,54.45,17-11-2023 14:42
TCS,53.52,17-11-2023 14:42
AAPL,78.62,17-11-2023 14:42
GOOGL,198.41,17-11-2023 14:42
MSFT,53.24,17-11-2023 14:42
TCS,52.23,17-11-2023 14:42
AAPL,79.47,17-11-2023 14:42
GOOGL,201.67,17-11-2023 14:42
MSFT,54.23,17-11-2023 14:42
TCS,52.39,17-11-2023 14:42
AAPL,78.4,17-11-2023 14:42
GOOGL,205.13,17-11-2023 14:42
MSFT,55.44,17-11-2023 14:42
TCS,53.35,17-11-2023 14:42
AAPL,79.77,17-11-2023 14:42
GOOGL,202.85,17-11-2023 14:42
MSFT,55.05,17-11-2023 14:42
TCS,52.68,17-11-2023 14:42
AAPL,78.52,17-11-2023 14:42
GOOGL,206.89,17-11-2023 14:42
MSFT,54.11,17-11-2023 14:42
TCS,53.6,17-11-2023 14:42
AAPL,77.17,17-11-2023 14:42
GOOGL,204.14,17-11-2023 14:42
MSFT,55.28,17-11-2023 14:42
TCS,55.07,17-11-2023 14:42
AAPL,78.56,17-11-2023 14:42
GOOGL,207.35,17-11-2023 14:42
MSFT,54.65,17-11-2023 14:42
TCS,54.61,17-11-2023 14:42
AAPL,78.66,17-11-2023 14:42
GOOGL,203.5,17-11-2023 14:42
MSFT,56.24,17-11-2023 14:42
TCS,56.17,17-11-2023 14:42
AAPL,77.47,17-11-2023 14:42
GOOGL,200.72,17-11-2023 14:42
MSFT,57.19,17-11-2023 14:42
TCS,55.79,17-11-2023 14:42
AAPL,78.47,17-11-2023 14:42
GOOGL,204.16,17-11-2023 14:42
MSFT,58.9,17-11-2023 14:42
TCS,54.88,17-11-2023 14:42
AAPL,77.71,17-11-2023 14:42
GOOGL,201.82,17-11-2023 14:42
MSFT,60.17,17-11-2023 14:42
TCS,55.98,17-11-2023 14:42
AAPL,76.65,17-11-2023 14:42
GOOGL,202.96,17-11-2023 14:42
MSFT,60.43,17-11-2023 14:42
TCS,55.28,17-11-2023 14:42
AAPL,76.29,17-11-2023 14:42
GOOGL,200.1,17-11-2023 14:42
MSFT,61.02,17-11-2023 14:42
TCS,56.72,17-11-2023 14:42
AAPL,76.83,17-11-2023 14:42
GOOGL,203.98,17-11-2023 14:42
MSFT,61.71,17-11-2023 14:42
TCS,56.94,17-11-2023 14:42
AAPL,77.82,17-11-2023 14:42
GOOGL,206.66,17-11-2023 14:42
MSFT,63.4,17-11-2023 14:42
TCS,58.4,17-11-2023 14:42
AAPL,77.42,17-11-2023 14:42
GOOGL,209.22,17-11-2023 14:42
MSFT,62.3,17-11-2023 14:42
TCS,59.29,17-11-2023 14:42
AAPL,77.1,17-11-2023 14:42
GOOGL,211.76,17-11-2023 14:42
MSFT,62.97,17-11-2023 14:42
TCS,59.89,17-11-2023 14:42
AAPL,77.64,17-11-2023 14:42
GOOGL,211.23,17-11-2023 14:42
MSFT,64.67,17-11-2023 14:42
TCS,60.98,17-11-2023 14:42
AAPL,76.69,17-11-2023 14:42
GOOGL,212.55,17-11-2023 14:42
MSFT,62.75,17-11-2023 14:42
TCS,61.4,17-11-2023 14:42
AAPL,77.52,17-11-2023 14:42
GOOGL,208.87,17-11-2023 14:42
MSFT,61.38,17-11-2023 14:42
TCS,61.88,17-11-2023 14:42
AAPL,78.31,17-11-2023 14:42
GOOGL,205.77,17-11-2023 14:42
MSFT,60.36,17-11-2023 14:42
TCS,61.52,17-11-2023 14:42
AAPL,78.51,17-11-2023 14:42
GOOGL,202.71,17-11-2023 14:42
MSFT,59.95,17-11-2023 14:42
TCS,62.02,17-11-2023 14:42
AAPL,79.26,17-11-2023 14:42
GOOGL,202.94,17-11-2023 14:42
MSFT,58.38,17-11-2023 14:42
TCS,61.35,17-11-2023 14:42
AAPL,79.66,17-11-2023 14:42
GOOGL,206.5,17-11-2023 14:42
MSFT,58.11,17-11-2023 14:42
TCS,62.01,17-11-2023 14:42
AAPL,80.35,17-11-2023 14:42
GOOGL,207.8,17-11-2023 14:42
MSFT,58.52,17-11-2023 14:42
TCS,61.16,17-11-2023 14:42
AAPL,79.06,17-11-2023 14:42
GOOGL,206.54,17-11-2023 14:42
MSFT,60.16,17-11-2023 14:42
TCS,59.35,17-11-2023 14:42
AAPL,80.3,17-11-2023 14:42
GOOGL,210.49,17-11-2023 14:42
MSFT,59.69,17-11-2023 14:42
TCS,59.78,17-11-2023 14:42
AAPL,80.62,17-11-2023 14:42
GOOGL,208.55,17-11-2023 14:42
MSFT,61.09,17-11-2023 14:42
TCS,60.5,17-11-2023 14:42
AAPL,79.12,17-11-2023 14:42
GOOGL,207.47,17-11-2023 14:42
MSFT,60.71,17-11-2023 14:42
TCS,62.26,17-11-2023 14:42
AAPL,78.71,17-11-2023 14:42
GOOGL,210.3,17-11-2023 14:42
MSFT,60.07,17-11-2023 14:42
TCS,62.72,17-11-2023 14:42
AAPL,77.4,17-11-2023 14:42
GOOGL,207.98,17-11-2023 14:42
MSFT,58.88,17-11-2023 14:42
TCS,61.58,17-11-2023 14:42
AAPL,78.93,17-11-2023 14:42
GOOGL,209.99,17-11-2023 14:42
MSFT,59.65,17-11-2023 14:42
TCS,60.36,17-11-2023 14:42
AAPL,80.34,17-11-2023 14:42
GOOGL,208.3,17-11-2023 14:42
MSFT,60.2,17-11-2023 14:42
TCS,60.04,17-11-2023 14:42
AAPL,78.78,17-11-2023 14:42
GOOGL,206.68,17-11-2023 14:42
MSFT,59.75,17-11-2023 14:42
TCS,61.11,17-11-2023 14:42
AAPL,79.29,17-11-2023 14:42
GOOGL,202.81,17-11-2023 14:42
MSFT,60.8,17-11-2023 14:42
TCS,62.65,17-11-2023 14:42
AAPL,78.55,17-11-2023 14:42
GOOGL,203.11,17-11-2023 14:42
MSFT,59.58,17-11-2023 14:42
TCS,61.12,17-11-2023 14:42
AAPL,79.51,17-11-2023 14:42
GOOGL,205.54,17-11-2023 14:42
MSFT,58.37,17-11-2023 14:42
TCS,62.11,17-11-2023 14:42
AAPL,79.08,17-11-2023 14:42
GOOGL,204.99,17-11-2023 14:42
MSFT,57.71,17-11-2023 14:42
TCS,60.83,17-11-2023 14:42
AAPL,78.52,17-11-2023 14:42
GOOGL,206.98,17-11-2023 14:42
MSFT,58.81,17-11-2023 14:42
TCS,59.26,17-11-2023 14:42
AAPL,77.21,17-11-2023 14:42
GOOGL,207.72,17-11-2023 14:42
MSFT,59.4,17-11-2023 14:42
TCS,57.66,17-11-2023 14:42
AAPL,76.24,17-11-2023 14:42
GOOGL,209.09,17-11-2023 14:42
MSFT,60.64,17-11-2023 14:42
TCS,56.01,17-11-2023 14:42
AAPL,77.33,17-11-2023 14:42
GOOGL,208.53,17-11-2023 14:42
MSFT,62.41,17-11-2023 14:42
TCS,54.82,17-11-2023 14:42
AAPL,76.76,17-11-2023 14:42
GOOGL,208.23,17-11-2023 14:42
MSFT,63.63,17-11-2023 14:42
TCS,55.98,17-11-2023 14:42
AAPL,76.59,17-11-2023 14:42
GOOGL,205.55,17-11-2023 14:42
MSFT,64.4,17-11-2023 14:42
TCS,56.84,17-11-2023 14:42
AAPL,75.59,17-11-2023 14:42
GOOGL,203.52,17-11-2023 14:42
MSFT,64,17-11-2023 14:42
TCS,56.56,17-11-2023 14:42
AAPL,75.97,17-11-2023 14:42
GOOGL,205.07,17-11-2023 14:42
MSFT,62.61,17-11-2023 14:42
TCS,55.23,17-11-2023 14:42
AAPL,76.88,17-11-2023 14:42
GOOGL,202.34,17-11-2023 14:42
MSFT,64.44,17-11-2023 14:42
TCS,53.93,17-11-2023 14:42
AAPL,75.58,17-11-2023 14:43
GOOGL,199.7,17-11-2023 14:43
MSFT,65.62,17-11-2023 14:43
TCS,54.56,17-11-2023 14:43
AAPL,74.46,17-11-2023 14:43
GOOGL,200.12,17-11-2023 14:43
MSFT,64.79,17-11-2023 14:43
TCS,55.07,17-11-2023 14:43
AAPL,73.99,17-11-2023 14:43
GOOGL,201.56,17-11-2023 14:43
MSFT,65.31,17-11-2023 14:43
TCS,55.24,17-11-2023 14:43
AAPL,73.42,17-11-2023 14:43
GOOGL,202.19,17-11-2023 14:43
MSFT,67.21,17-11-2023 14:43
TCS,55.76,17-11-2023 14:43
AAPL,72.72,17-11-2023 14:43
GOOGL,201.79,17-11-2023 14:43
MSFT,68.75,17-11-2023 14:43
TCS,55.19,17-11-2023 14:43
AAPL,73.01,17-11-2023 14:43
GOOGL,203.46,17-11-2023 14:43
MSFT,67.21,17-11-2023 14:43
TCS,55.95,17-11-2023 14:43
AAPL,71.94,17-11-2023 14:43
GOOGL,204.94,17-11-2023 14:43
MSFT,68.7,17-11-2023 14:43
TCS,55.01,17-11-2023 14:43
AAPL,72.7,17-11-2023 14:43
GOOGL,201.18,17-11-2023 14:43
MSFT,69.71,17-11-2023 14:43
TCS,55.5,17-11-2023 14:43
AAPL,72.35,17-11-2023 14:43
GOOGL,204.4,17-11-2023 14:43
MSFT,71.18,17-11-2023 14:43
TCS,56.27,17-11-2023 14:43
AAPL,71.28,17-11-2023 14:43
GOOGL,208.29,17-11-2023 14:43
MSFT,71.45,17-11-2023 14:43
TCS,56.73,17-11-2023 14:43
AAPL,72.34,17-11-2023 14:43
GOOGL,210.91,17-11-2023 14:43
MSFT,70.88,17-11-2023 14:43
TCS,57.36,17-11-2023 14:43
AAPL,73.53,17-11-2023 14:43
GOOGL,214.99,17-11-2023 14:43
MSFT,71.28,17-11-2023 14:43
TCS,58.99,17-11-2023 14:43
AAPL,74.35,17-11-2023 14:43
GOOGL,212.1,17-11-2023 14:43
MSFT,69.77,17-11-2023 14:43
TCS,60.04,17-11-2023 14:43
AAPL,73.21,17-11-2023 14:43
GOOGL,209.48,17-11-2023 14:43
MSFT,69.1,17-11-2023 14:43
TCS,59.8,17-11-2023 14:43
AAPL,71.96,17-11-2023 14:43
GOOGL,207.13,17-11-2023 14:43
MSFT,69.35,17-11-2023 14:43
TCS,59.2,17-11-2023 14:43
AAPL,70.93,17-11-2023 14:43
GOOGL,210.49,17-11-2023 14:43
MSFT,68.59,17-11-2023 14:43
TCS,60.79,17-11-2023 14:43
AAPL,72.18,17-11-2023 14:43
GOOGL,214.06,17-11-2023 14:43
MSFT,67.26,17-11-2023 14:43
TCS,60.4,17-11-2023 14:43
AAPL,72.64,17-11-2023 14:43
GOOGL,216.65,17-11-2023 14:43
MSFT,65.27,17-11-2023 14:43
TCS,59.67,17-11-2023 14:43
AAPL,73.72,17-11-2023 14:43
GOOGL,217.03,17-11-2023 14:43
MSFT,64.21,17-11-2023 14:43
TCS,58.49,17-11-2023 14:43
AAPL,73.61,17-11-2023 14:43
GOOGL,212.69,17-11-2023 14:43
MSFT,63.72,17-11-2023 14:43
TCS,59.4,17-11-2023 14:43
AAPL,74.05,17-11-2023 14:43
GOOGL,209.15,17-11-2023 14:43
MSFT,65.21,17-11-2023 14:43
TCS,58.88,17-11-2023 14:43
AAPL,73.02,17-11-2023 14:43
GOOGL,212.82,17-11-2023 14:43
MSFT,64.43,17-11-2023 14:43
TCS,60.58,17-11-2023 14:43
AAPL,72.54,17-11-2023 14:43
GOOGL,211.03,17-11-2023 14:43
MSFT,65.02,17-11-2023 14:43
TCS,59.18,17-11-2023 14:43
AAPL,71.38,17-11-2023 14:43
GOOGL,206.99,17-11-2023 14:43
MSFT,66.12,17-11-2023 14:43
TCS,60.22,17-11-2023 14:43
AAPL,71.22,17-11-2023 14:43
GOOGL,210.36,17-11-2023 14:43
MSFT,66.87,17-11-2023 14:43
TCS,61.71,17-11-2023 14:43
AAPL,70.64,17-11-2023 14:43
GOOGL,210.68,17-11-2023 14:43
MSFT,67.39,17-11-2023 14:43
TCS,60.21,17-11-2023 14:43
AAPL,69.25,17-11-2023 14:43
GOOGL,211.4,17-11-2023 14:43
MSFT,66.36,17-11-2023 14:43
TCS,60.71,17-11-2023 14:43
AAPL,70.44,17-11-2023 14:43
GOOGL,215.58,17-11-2023 14:43
MSFT,66.84,17-11-2023 14:43
TCS,62,17-11-2023 14:43
AAPL,70.11,17-11-2023 14:43
GOOGL,217.23,17-11-2023 14:43
MSFT,64.94,17-11-2023 14:43
TCS,63.49,17-11-2023 14:43
AAPL,71.38,17-11-2023 14:43
GOOGL,216.59,17-11-2023 14:43
MSFT,66.79,17-11-2023 14:43
TCS,65.12,17-11-2023 14:43
AAPL,72.73,17-11-2023 14:43
GOOGL,218.04,17-11-2023 14:43
MSFT,64.79,17-11-2023 14:43
TCS,64.17,17-11-2023 14:43
AAPL,72.92,17-11-2023 14:43
GOOGL,220.98,17-11-2023 14:43
MSFT,62.86,17-11-2023 14:43
TCS,63.22,17-11-2023 14:43
AAPL,72.73,17-11-2023 14:43
GOOGL,219.92,17-11-2023 14:43
MSFT,62.38,17-11-2023 14:43
TCS,63.51,17-11-2023 14:43
AAPL,71.82,17-11-2023 14:43
GOOGL,219.48,17-11-2023 14:43
MSFT,63.88,17-11-2023 14:43
TCS,64.65,17-11-2023 14:43
AAPL,72.4,17-11-2023 14:43
GOOGL,217.36,17-11-2023 14:43
MSFT,65.41,17-11-2023 14:43
TCS,66.38,17-11-2023 14:43
AAPL,71.23,17-11-2023 14:43
GOOGL,218.63,17-11-2023 14:43
MSFT,66.06,17-11-2023 14:43
TCS,67,17-11-2023 14:43
AAPL,71.74,17-11-2023 14:43
GOOGL,221.1,17-11-2023 14:43
MSFT,65.77,17-11-2023 14:43
TCS,68.9,17-11-2023 14:43
AAPL,71.22,17-11-2023 14:43
GOOGL,218.48,17-11-2023 14:43
MSFT,66.43,17-11-2023 14:43
TCS,67.69,17-11-2023 14:43
AAPL,70.86,17-11-2023 14:43
GOOGL,218.26,17-11-2023 14:43
MSFT,68.22,17-11-2023 14:43
TCS,69.41,17-11-2023 14:43
AAPL,70.64,17-11-2023 14:43
GOOGL,221.3,17-11-2023 14:43
MSFT,67.79,17-11-2023 14:43
TCS,67.96,17-11-2023 14:43
AAPL,71.86,17-11-2023 14:43
GOOGL,225.18,17-11-2023 14:43
MSFT,69.72,17-11-2023 14:43
TCS,69.02,17-11-2023 14:43
AAPL,72.29,17-11-2023 14:43
GOOGL,228.54,17-11-2023 14:43
MSFT,68.96,17-11-2023 14:43
TCS,70.29,17-11-2023 14:43
AAPL,70.9,17-11-2023 14:43
GOOGL,230.95,17-11-2023 14:43
MSFT,67.12,17-11-2023 14:43
TCS,72.07,17-11-2023 14:43
AAPL,70.05,17-11-2023 14:43
GOOGL,226.54,17-11-2023 14:43
MSFT,68.73,17-11-2023 14:43
TCS,71.37,17-11-2023 14:43
AAPL,69.45,17-11-2023 14:43
GOOGL,223.12,17-11-2023 14:43
MSFT,67.91,17-11-2023 14:43
TCS,71.89,17-11-2023 14:43
AAPL,69.98,17-11-2023 14:43
GOOGL,219.94,17-11-2023 14:43
MSFT,68.83,17-11-2023 14:43
TCS,72.96,17-11-2023 14:43
AAPL,69.78,17-11-2023 14:43
GOOGL,223.31,17-11-2023 14:43
MSFT,69.96,17-11-2023 14:43
TCS,71.72,17-11-2023 14:43
AAPL,70.11,17-11-2023 14:43
GOOGL,222.47,17-11-2023 14:43
MSFT,69.62,17-11-2023 14:43
TCS,69.91,17-11-2023 14:43
AAPL,70.45,17-11-2023 14:43
GOOGL,218.45,17-11-2023 14:43
MSFT,67.72,17-11-2023 14:43
TCS,70.13,17-11-2023 14:43
AAPL,69.97,17-11-2023 14:43
GOOGL,219.58,17-11-2023 14:43
MSFT,68.72,17-11-2023 14:43
TCS,68.44,17-11-2023 14:43
AAPL,69.46,17-11-2023 14:43
GOOGL,218.26,17-11-2023 14:43
MSFT,70.65,17-11-2023 14:43
TCS,68.87,17-11-2023 14:43
AAPL,69.64,17-11-2023 14:43
GOOGL,214.83,17-11-2023 14:43
MSFT,69.61,17-11-2023 14:43
TCS,67.8,17-11-2023 14:43
AAPL,70.66,17-11-2023 14:43
GOOGL,213.41,17-11-2023 14:43
MSFT,69.98,17-11-2023 14:43
TCS,68.79,17-11-2023 14:43
AAPL,71.65,17-11-2023 14:43
GOOGL,210.57,17-11-2023 14:43
MSFT,68.58,17-11-2023 14:43
TCS,69.79,17-11-2023 14:43
AAPL,71.51,17-11-2023 14:43
GOOGL,206.6,17-11-2023 14:43
MSFT,67.55,17-11-2023 14:43
TCS,68.01,17-11-2023 14:43
AAPL,72.5,17-11-2023 14:43
GOOGL,207.77,17-11-2023 14:43
MSFT,67.82,17-11-2023 14:43
TCS,68.5,17-11-2023 14:43
AAPL,71.12,17-11-2023 14:43
GOOGL,204.06,17-11-2023 14:43
MSFT,68.93,17-11-2023 14:43
TCS,68.73,17-11-2023 14:43
AAPL,71.78,17-11-2023 14:43
GOOGL,204.85,17-11-2023 14:43
MSFT,70.19,17-11-2023 14:43
TCS,70.3,17-11-2023 14:43
AAPL,70.43,17-11-2023 14:43
GOOGL,208.13,17-11-2023 14:43
MSFT,70.46,17-11-2023 14:43
TCS,69.07,17-11-2023 14:43
AAPL,70.91,17-11-2023 14:43
GOOGL,210.16,17-11-2023 14:43
MSFT,69.53,17-11-2023 14:43
TCS,68.34,17-11-2023 14:43
AAPL,69.67,17-11-2023 14:44
GOOGL,207.15,17-11-2023 14:44
MSFT,67.93,17-11-2023 14:44
TCS,67.61,17-11-2023 14:44
AAPL,68.84,17-11-2023 14:44
GOOGL,208.25,17-11-2023 14:44
MSFT,69.78,17-11-2023 14:44
TCS,66.54,17-11-2023 14:44
AAPL,69.04,17-11-2023 14:44
GOOGL,207.66,17-11-2023 14:44
MSFT,68.4,17-11-2023 14:44
TCS,68.49,17-11-2023 14:44
AAPL,69.77,17-11-2023 14:44
GOOGL,205.65,17-11-2023 14:44
MSFT,70.42,17-11-2023 14:44
TCS,66.77,17-11-2023 14:44
AAPL,70.76,17-11-2023 14:44
GOOGL,207.08,17-11-2023 14:44
MSFT,71.88,17-11-2023 14:44
TCS,66.15,17-11-2023 14:44
AAPL,69.37,17-11-2023 14:44
GOOGL,210.01,17-11-2023 14:44
MSFT,70.61,17-11-2023 14:44
TCS,66.64,17-11-2023 14:44
AAPL,69.23,17-11-2023 14:44
GOOGL,208.59,17-11-2023 14:44
MSFT,70.34,17-11-2023 14:44
TCS,68.09,17-11-2023 14:44
AAPL,68.85,17-11-2023 14:44
GOOGL,207.47,17-11-2023 14:44
MSFT,69.76,17-11-2023 14:44
TCS,68.92,17-11-2023 14:44
AAPL,69.06,17-11-2023 14:44
GOOGL,209.97,17-11-2023 14:44
MSFT,69.39,17-11-2023 14:44
TCS,67.24,17-11-2023 14:44
AAPL,68.8,17-11-2023 14:44
GOOGL,212.11,17-11-2023 14:44
MSFT,68.41,17-11-2023 14:44
TCS,66.8,17-11-2023 14:44
AAPL,67.61,17-11-2023 14:44
GOOGL,215.15,17-11-2023 14:44
MSFT,68.01,17-11-2023 14:44
TCS,66.29,17-11-2023 14:44
AAPL,67.73,17-11-2023 14:44
GOOGL,212.9,17-11-2023 14:44
MSFT,69.7,17-11-2023 14:44
TCS,64.39,17-11-2023 14:44
AAPL,68.97,17-11-2023 14:44
GOOGL,214.33,17-11-2023 14:44
MSFT,70.34,17-11-2023 14:44
TCS,65.24,17-11-2023 14:44
AAPL,69.5,17-11-2023 14:44
GOOGL,213.36,17-11-2023 14:44
MSFT,68.59,17-11-2023 14:44
TCS,64.51,17-11-2023 14:44
AAPL,68.43,17-11-2023 14:44
GOOGL,216.65,17-11-2023 14:44
MSFT,69.36,17-11-2023 14:44
TCS,65.07,17-11-2023 14:44
AAPL,69.49,17-11-2023 14:44
GOOGL,216.32,17-11-2023 14:44
MSFT,70.79,17-11-2023 14:44
TCS,65.65,17-11-2023 14:44
AAPL,69.85,17-11-2023 14:44
GOOGL,214.84,17-11-2023 14:44
MSFT,70.52,17-11-2023 14:44
TCS,67.6,17-11-2023 14:44
AAPL,69.96,17-11-2023 14:44
GOOGL,211.13,17-11-2023 14:44
MSFT,72.33,17-11-2023 14:44
TCS,68.55,17-11-2023 14:44
AAPL,69.75,17-11-2023 14:44
GOOGL,213.9,17-11-2023 14:44
MSFT,74.46,17-11-2023 14:44
TCS,68.84,17-11-2023 14:44
AAPL,69.2,17-11-2023 14:44
GOOGL,212.62,17-11-2023 14:44
MSFT,73.31,17-11-2023 14:44
TCS,67.8,17-11-2023 14:44
AAPL,68.99,17-11-2023 14:44
GOOGL,213.02,17-11-2023 14:44
MSFT,75.08,17-11-2023 14:44
TCS,66.48,17-11-2023 14:44
AAPL,70.12,17-11-2023 14:44
GOOGL,209.21,17-11-2023 14:44
MSFT,77.28,17-11-2023 14:44
TCS,68.4,17-11-2023 14:44
AAPL,69.85,17-11-2023 14:44
GOOGL,207.62,17-11-2023 14:44
MSFT,75.96,17-11-2023 14:44
TCS,67.13,17-11-2023 14:44
AAPL,71.02,17-11-2023 14:44
GOOGL,206.21,17-11-2023 14:44
MSFT,73.94,17-11-2023 14:44
TCS,67.47,17-11-2023 14:44
AAPL,69.98,17-11-2023 14:44
GOOGL,205.81,17-11-2023 14:44
MSFT,74.32,17-11-2023 14:44
TCS,65.96,17-11-2023 14:44
AAPL,69.32,17-11-2023 14:44
GOOGL,201.84,17-11-2023 14:44
MSFT,75.4,17-11-2023 14:44
TCS,64.79,17-11-2023 14:44
AAPL,68.55,17-11-2023 14:44
GOOGL,204.09,17-11-2023 14:44
MSFT,77.27,17-11-2023 14:44
TCS,65.53,17-11-2023 14:44
AAPL,69.35,17-11-2023 14:44
GOOGL,207.33,17-11-2023 14:44
MSFT,78.54,17-11-2023 14:44
TCS,66.21,17-11-2023 14:44
AAPL,68.42,17-11-2023 14:44
GOOGL,210.4,17-11-2023 14:44
MSFT,80.54,17-11-2023 14:44
TCS,64.63,17-11-2023 14:44
AAPL,67.56,17-11-2023 14:44
GOOGL,208.27,17-11-2023 14:44
MSFT,79.06,17-11-2023 14:44
TCS,66.48,17-11-2023 14:44
AAPL,68.55,17-11-2023 14:44
GOOGL,206.21,17-11-2023 14:44
MSFT,77.95,17-11-2023 14:44
TCS,68.33,17-11-2023 14:44
AAPL,67.39,17-11-2023 14:44
GOOGL,209.5,17-11-2023 14:44
MSFT,76.82,17-11-2023 14:44
TCS,66.58,17-11-2023 14:44
AAPL,66.45,17-11-2023 14:44
GOOGL,206.32,17-11-2023 14:44
MSFT,77.61,17-11-2023 14:44
TCS,64.62,17-11-2023 14:44
AAPL,65.75,17-11-2023 14:44
GOOGL,205.79,17-11-2023 14:44
MSFT,76.76,17-11-2023 14:44
TCS,66.02,17-11-2023 14:44
AAPL,65.59,17-11-2023 14:44
GOOGL,208.58,17-11-2023 14:44
MSFT,75.79,17-11-2023 14:44
TCS,66.86,17-11-2023 14:44
AAPL,64.96,17-11-2023 14:44
GOOGL,205.14,17-11-2023 14:44
MSFT,74.28,17-11-2023 14:44
TCS,67.35,17-11-2023 14:44
AAPL,65.73,17-11-2023 14:44
GOOGL,204.89,17-11-2023 14:44
MSFT,72.89,17-11-2023 14:44
TCS,69.22,17-11-2023 14:44
AAPL,66.59,17-11-2023 14:44
GOOGL,206.84,17-11-2023 14:44
MSFT,71.57,17-11-2023 14:44
TCS,68.45,17-11-2023 14:44
AAPL,66.19,17-11-2023 14:44
GOOGL,209.92,17-11-2023 14:44
MSFT,72.29,17-11-2023 14:44
TCS,69.88,17-11-2023 14:44
AAPL,66.5,17-11-2023 14:44
GOOGL,206.75,17-11-2023 14:44
MSFT,71.88,17-11-2023 14:44
TCS,68.02,17-11-2023 14:44
AAPL,66.12,17-11-2023 14:44
GOOGL,203.87,17-11-2023 14:44
MSFT,70.35,17-11-2023 14:44
TCS,68.76,17-11-2023 14:44
AAPL,65.25,17-11-2023 14:44
GOOGL,202.47,17-11-2023 14:44
MSFT,72.23,17-11-2023 14:44
TCS,67.09,17-11-2023 14:44
AAPL,66.49,17-11-2023 14:44
GOOGL,205.14,17-11-2023 14:44
MSFT,71.26,17-11-2023 14:44
TCS,65.29,17-11-2023 14:44
AAPL,66.6,17-11-2023 14:44
GOOGL,206.42,17-11-2023 14:44
MSFT,69.98,17-11-2023 14:44
TCS,66.85,17-11-2023 14:44
AAPL,67.72,17-11-2023 14:44
GOOGL,206.96,17-11-2023 14:44
MSFT,70.54,17-11-2023 14:44
TCS,65.79,17-11-2023 14:44
AAPL,67.33,17-11-2023 14:44
GOOGL,204.19,17-11-2023 14:44
MSFT,68.77,17-11-2023 14:44
TCS,66.37,17-11-2023 14:44
AAPL,67.84,17-11-2023 14:44
GOOGL,203.89,17-11-2023 14:44
MSFT,67.39,17-11-2023 14:44
TCS,65.85,17-11-2023 14:44
AAPL,67.22,17-11-2023 14:44
GOOGL,204.49,17-11-2023 14:44
MSFT,68.04,17-11-2023 14:44
TCS,67.7,17-11-2023 14:44
AAPL,66.71,17-11-2023 14:44
GOOGL,201.86,17-11-2023 14:44
MSFT,67.83,17-11-2023 14:44
TCS,68.4,17-11-2023 14:44
AAPL,67.88,17-11-2023 14:44
GOOGL,204.98,17-11-2023 14:44
MSFT,66.76,17-11-2023 14:44
TCS,67.81,17-11-2023 14:44
AAPL,69.15,17-11-2023 14:44
GOOGL,201.95,17-11-2023 14:44
MSFT,67.06,17-11-2023 14:44
TCS,68.18,17-11-2023 14:44
AAPL,69.59,17-11-2023 14:44
GOOGL,198.44,17-11-2023 14:44
MSFT,66.36,17-11-2023 14:44
TCS,67.39,17-11-2023 14:44
AAPL,69.01,17-11-2023 14:44
GOOGL,197.71,17-11-2023 14:44
MSFT,64.67,17-11-2023 14:44
TCS,68.82,17-11-2023 14:44
AAPL,69.1,17-11-2023 14:44
GOOGL,197.01,17-11-2023 14:44
MSFT,66.1,17-11-2023 14:44
TCS,69.19,17-11-2023 14:44
AAPL,69.35,17-11-2023 14:44
GOOGL,194.59,17-11-2023 14:44
MSFT,64.99,17-11-2023 14:44
TCS,67.2,17-11-2023 14:44
AAPL,68.28,17-11-2023 14:44
GOOGL,197.61,17-11-2023 14:44
MSFT,63.45,17-11-2023 14:44
TCS,67.47,17-11-2023 14:44
AAPL,67.49,17-11-2023 14:44
GOOGL,200.79,17-11-2023 14:44
MSFT,64.01,17-11-2023 14:44
TCS,68.93,17-11-2023 14:44
AAPL,67.91,17-11-2023 14:44
GOOGL,200.22,17-11-2023 14:44
MSFT,63.17,17-11-2023 14:44
TCS,67.25,17-11-2023 14:44
AAPL,67.59,17-11-2023 14:44
GOOGL,196.6,17-11-2023 14:44
MSFT,62.17,17-11-2023 14:44
TCS,67.66,17-11-2023 14:44
AAPL,67.27,17-11-2023 14:44
GOOGL,197.9,17-11-2023 14:44
MSFT,61.16,17-11-2023 14:44
TCS,68.25,17-11-2023 14:44
AAPL,66.84,17-11-2023 14:45
GOOGL,197.69,17-11-2023 14:45
